gene_name	Coordinates
SERTAD1	19:40421588-40425992
SERTAD2	2:64631620-64751005
SERTAD3	19:40440843-40444335
SERTAD4	1:210232795-210246631
SERTM1	13:36674019-36697839
SERTM2	X:111511661-111522399
SESN1	6:108986436-109094819
SESN2	1:28259517-28282491
SESN3	11:95165512-95232541
SESTD1	2:179101677-179264832
SET	9:128683423-128696400
SETBP1	18:44680172-45068510
SETD1A	16:30957753-30984664
SETD1B	12:121804179-121832584
SETD2	3:47016428-47163967
SETD3	14:99397747-99480889
SETD4	21:36034540-36079389
SETD5	3:9397614-9479240
SETD6	16:58515478-58523842
SETD7	4:139495940-139606699
SETD9	5:56909259-56925532
SETDB1	1:150926262-150964744
SETDB2	13:49444373-49495003
SETDB2-PHF11	13:49444273-49528976
SETMAR	3:4303303-4317567
SETSIP	1:92074532-92075441
SETX	9:132261355-132354986
SEZ6	17:28954900-29006440
SEZ6L	22:26169461-26383597
SEZ6L2	16:29871158-29899547
SF1	11:64764605-64778786
SF3A1	22:30331987-30356919
SF3A2	19:2236823-2248655
SF3A3	1:37956974-37990075
SF3B1	2:197388514-197435079
SF3B2	11:66050728-66069308
SF3B3	16:70523790-70577670
SF3B4	1:149923316-149927803
SF3B5	6:144094883-144095573
SF3B6	2:24067585-24076373
SFI1	22:31488687-31618588
SFMBT1	3:52903571-53046750
SFMBT2	10:7158623-7411486
SFN	1:26863148-26864456
SFPQ	1:35176377-35193145
SFR1	10:104122057-104126385
SFRP1	8:41261961-41309473
SFRP2	4:153780590-153789083
SFRP4	7:37905931-38025695
SFRP5	10:97766750-97771999
SFSWAP	12:131711080-131799737
SFT2D1	6:166319727-166342576
SFT2D2	1:168225937-168253021
SFT2D3	2:127701496-127705242
SFTA1P	10:10784436-10795047
SFTA3	14:36473287-36513829
SFTPA1	10:79610938-79615455
SFTPA2	10:79555851-79560407
SFTPB	2:85657313-85668741
SFTPC	8:22156912-22164479
SFTPD	10:79937739-79982614
SFXN1	5:175477061-175529742
SFXN2	10:102714537-102743492
SFXN3	10:101031233-101041244
SFXN4	10:119140766-119165714
SFXN5	2:72942035-73075619
SGCA	17:50164213-50175928
SGCB	4:52020705-52038299
SGCD	5:155870343-156767788
SGCE	7:94524203-94656572
SGCG	13:23180951-23325165
SGCZ	8:14084844-15238431
SGF29	16:28553914-28591790
SGIP1	1:66533382-66751139
SGK1	6:134169245-134318112
SGK2	20:43558967-43588237
SGK3	8:66712733-66862022
SGMS1	10:50305585-50625163
SGMS1-AS1	10:50623465-50641451
SGMS2	4:107824562-107915047
SGO1	3:20160592-20186206
SGO1-AS1	3:20174243-21145967
SGO2	2:200510007-200584096
SGPL1	10:70815947-70881184
SGPP1	14:63684215-63728065
SGPP2	2:222424542-222562621
SGSH	17:80206715-80220923
SGSM1	22:24806168-24927578
SGSM2	17:2337497-2381058
SGSM3	22:40370590-40410289
SGTA	19:2754714-2783282
SGTB	5:65665927-65723035
SH2B1	16:28846599-28874212
SH2B2	7:102285090-102321711
SH2B3	12:111405922-111451623
SH2D1A	X:124227867-124373197
SH2D1B	1:162395267-162412138
SH2D2A	1:156806242-156816862
SH2D3A	19:6752159-6767463
SH2D3C	9:127738316-127778710
SH2D4A	8:19313692-19396218
SH2D4B	10:80537901-80646560
SH2D5	1:20719730-20732837
SH2D6	2:85418930-85437029
SH2D7	15:78077807-78104909
SH3BGR	21:39445854-39515506
SH3BGRL	X:81202101-81298547
SH3BGRL2	6:79631328-79703655
SH3BGRL3	1:26280085-26281522
SH3BP1	22:37634653-37656119
SH3BP2	4:2793070-2841098
SH3BP4	2:234952016-235055714
SH3BP5	3:15254352-15341368
SH3BP5-AS1	3:15254183-15264515
SH3BP5L	1:248810445-248825915
SH3D19	4:151102750-151325632
SH3D21	1:36306367-36329340
SH3GL1	19:4360369-4400547
SH3GL1P1	17:32039973-32042828
SH3GL1P2	17:30624412-30625494
SH3GL2	9:17579065-17797124
SH3GL3	15:83447227-83618743
SH3GLB1	1:86704569-86748184
SH3GLB2	9:129007035-129028303
SH3KBP1	X:19533976-19887600
SH3PXD2A	10:103594026-103855543
SH3PXD2A-AS1	10:103745965-103755423
SH3PXD2B	5:172324999-172454525
SH3RF1	4:169094258-169270956
SH3RF2	5:145936577-146081791
SH3RF3	2:109129204-109504634
SH3RF3-AS1	2:109127326-109128930
SH3TC1	4:8182071-8241803
SH3TC2	5:148923638-149063163
SH3TC2-DT	5:149063253-149129578
SH3YL1	2:217729-266398
SHANK1	19:50661826-50719450
SHANK2	11:70467855-71252577
SHANK2-AS1	11:70626440-70635658
SHANK2-AS3	11:70862789-70865115
SHARPIN	8:144098632-144108124
SHB	9:37915897-38069227
SHBG	17:7613945-7633382
SHC1	1:154962297-154974395
SHC2	19:416582-460996
SHC3	9:89005770-89178818
SHC4	15:48823740-48963919
SHCBP1	16:46578590-46621379
SHCBP1L	1:182899864-182953525
SHD	19:4279265-4290722
SHE	1:154469771-154502412
SHF	15:45167213-45201175
SHFL	19:10086121-10093252
SHH	7:155799979-155812463
SHISA2	13:26044596-26052016
SHISA3	4:42397487-42402487
SHISA4	1:201888679-201892587
SHISA5	3:48467797-48504826
SHISA6	17:11241212-11564063
SHISA7	19:55428739-55442863
SHISA8	22:41909553-41914667
SHISA9	16:12901597-13240416
SHISAL1	22:44243664-44312951
SHISAL2A	1:52633167-52669683
SHISAL2B	5:64690441-64718190
SHKBP1	19:40576852-40591399
SHLD1	20:5750392-5864395
SHLD2	10:87094160-87191468
SHLD2P1	10:46610473-46652025
SHLD2P3	10:47689706-47730436
SHLD3	5:65625026-65630928
SHMT1	17:18327859-18363563
SHMT2	12:57229572-57234935
SHOC1	9:111686172-111795008
SHOC2	10:110919592-111013666
SHOX	X:624343-659411
SHOX2	3:158095953-158106503
SHPK	17:3608239-3636250
SHPRH	6:145864244-145964423
SHQ1	3:72749276-72861914
SHROOM1	5:132822140-132830898
SHROOM2	X:9786428-9949443
SHROOM3	4:76435228-76783253
SHROOM4	X:50591646-50814302
SHTN1	10:116881476-117126586
SI	3:164978897-165078496
SIAE	11:124633112-124695707
SIAH1	16:48356363-48448402
SIAH2	3:150741124-150763477
SIAH3	13:45777241-45851753
SIDT1	3:113532295-113629578
SIDT2	11:117178735-117197445
SIGIRR	11:405715-417455
SIGLEC1	20:3686969-3707128
SIGLEC10	19:51410019-51417803
SIGLEC10-AS1	19:51415724-51417425
SIGLEC11	19:49948984-49961172
SIGLEC12	19:51491226-51501800
SIGLEC14	19:51642552-51646801
SIGLEC15	18:45825674-45844094
SIGLEC16	19:49969672-49975814
SIGLEC17P	19:51167327-51173524
SIGLEC5	19:51611926-51645545
SIGLEC6	19:51517818-51531856
SIGLEC7	19:51142298-51153526
SIGLEC8	19:51450846-51458456
SIGLEC9	19:51124907-51136651
SIGLECL1	19:51246347-51269330
SIGMAR1	9:34634721-34637809
SIK1	21:43414482-43427131
SIK1B	21:6111130-6123778
SIK2	11:111602448-111730855
SIK3	11:116843401-117098437
SIKE1	1:114769478-114780685
SIL1	5:138946723-139293557
SILC1	2:5932542-6003510
SIM1	6:100385008-100464921
SIM2	21:36699114-36749917
SIMC1	5:176238366-176345991
SIN3A	15:75369378-75455842
SIN3B	19:16829399-16880353
SINHCAF	12:31280583-31327058
SIPA1	11:65638100-65650918
SIPA1L1	14:71320448-71741229
SIPA1L2	1:232397964-232561558
SIPA1L3	19:37907207-38208369
SIRLNT	8:40298696-40353133
SIRPA	20:1894166-1940592
SIRPB1	20:1561384-1620061
SIRPB2	20:1470740-1491587
SIRPB3P	20:1665282-1708200
SIRPD	20:1534250-1557705
SIRPG	20:1629151-1657779
SIRPG-AS1	20:1633507-1648472
SIRT1	10:67884655-67918390
SIRT2	19:38878554-38899862
SIRT3	11:215029-236931
SIRT4	12:120302315-120313249
SIRT5	6:13574528-13615158
SIRT6	19:4174108-4182566
SIRT7	17:81911938-81921323
SIT1	9:35649294-35650950
SIVA1	14:104753146-104768494
SIX1	14:60643420-60658259
SIX2	2:45005181-45009452
SIX3	2:44941701-44946071
SIX3-AS1	2:44940153-44941873
SIX4	14:60709538-60724351
SIX5	19:45764784-45769252
SIX6	14:60509145-60512850
SKA2	17:59109856-59155260
SKA3	13:21153594-21176552
SKAP1	17:48133441-48430275
SKAP2	7:26667067-26995239
SKI	1:2228318-2310213
SKIDA1	10:21513474-21526368
SKIL	3:170357677-170396835
SKINT1L	1:48096091-48182428
SKIV2L	6:31959116-31969751
SKOR1	15:67819703-67834582
SKOR2	18:47206168-47251660
SKP1	5:134148934-134176964
SKP1P2	12:16989126-16989936
SKP2	5:36151988-36184319
SLA	8:133036727-133102912
SLA2	20:36612317-36646196
SLAIN1	13:77697686-77764242
SLAIN2	4:48341528-48426201
SLAMF1	1:160608105-160647295
SLAMF6	1:160485029-160523262
SLAMF7	1:160739056-160754821
SLAMF8	1:159826810-159837492
SLAMF9	1:159951491-159954237
SLBP	4:1692730-1712344
SLC10A1	14:69775415-69797241
SLC10A2	13:103043997-103066417
SLC10A3	X:154487305-154490690
SLC10A4	4:48483342-48489526
SLC10A5	8:81693630-81695058
SLC10A6	4:86823467-86849384
SLC10A7	4:146253974-146521964
SLC11A1	2:218382028-218396894
SLC11A2	12:50979400-51028566
SLC12A1	15:48178437-48304078
SLC12A2	5:128083765-128189677
SLC12A3	16:56865206-56915850
SLC12A4	16:67943473-67969601
SLC12A5	20:46021689-46060150
SLC12A5-AS1	20:46013499-46022073
SLC12A6	15:34229783-34338060
SLC12A8	3:125082635-125212864
SLC12A9	7:100826819-100867010
SLC12A9-AS1	7:100837313-100852616
SLC13A1	7:123113530-123199972
SLC13A2	17:28473292-28497781
SLC13A3	20:46557822-46684467
SLC13A4	7:135681236-135729258
SLC13A5	17:6684718-6713377
SLC14A1	18:45687024-45752520
SLC14A2	18:45212994-45683688
SLC14A2-AS1	18:45423763-45483218
SLC15A1	13:98683800-98752672
SLC15A2	3:121894400-121944188
SLC15A3	11:60937083-60952530
SLC15A4	12:128793193-128823958
SLC15A5	12:16188484-16277685
SLC16A1	1:112911846-112957013
SLC16A10	6:111087502-111231194
SLC16A11	17:7041620-7044092
SLC16A12	10:89430298-89556641
SLC16A12-AS1	10:89456063-89468140
SLC16A13	17:7036014-7040117
SLC16A14	2:230034981-230068993
SLC16A1-AS1	1:112956414-113047055
SLC16A2	X:74421492-74533917
SLC16A3	17:82228396-82261129
SLC16A4	1:110362850-110391082
SLC16A5	17:75087726-75106162
SLC16A6	17:68267025-68291267
SLC16A7	12:59596028-59789855
SLC16A8	22:38078133-38084093
SLC16A9	10:59650760-59736002
SLC17A1	6:25782914-25832052
SLC17A2	6:25912753-25930726
SLC17A3	6:25833065-25882286
SLC17A4	6:25754698-25781199
SLC17A5	6:73593378-73653992
SLC17A6	11:22338380-22379503
SLC17A7	19:49429400-49442360
SLC17A8	12:100357073-100422055
SLC17A9	20:62952706-62969585
SLC18A1	8:20144854-20183206
SLC18A2	10:117241092-117279430
SLC18A3	10:49610309-49612720
SLC18B1	6:132769369-132813339
SLC19A1	21:45493571-45573365
SLC19A2	1:169463908-169485944
SLC19A3	2:227683762-227718028
SLC1A1	9:4490467-4587469
SLC1A2	11:35251204-35420063
SLC1A3	5:36606354-36688334
SLC1A4	2:64988476-65023865
SLC1A5	19:46774882-46788594
SLC1A6	19:14950033-15022990
SLC1A7	1:53087178-53142638
SLC20A1	2:112645938-112663825
SLC20A2	8:42416474-42541926
SLC22A1	6:160121814-160158718
SLC22A10	11:63137866-63369718
SLC22A11	11:64555689-64572875
SLC22A12	11:64590640-64602353
SLC22A13	3:38265811-38278757
SLC22A14	3:38282293-38318575
SLC22A15	1:115976512-116070054
SLC22A16	6:110424686-110476641
SLC22A17	14:23346305-23352912
SLC22A2	6:160171060-160277638
SLC22A20P	11:65213839-65242757
SLC22A23	6:3268961-3457022
SLC22A24	11:63079939-63144221
SLC22A25	11:63163775-63229652
SLC22A3	6:160348377-160452577
SLC22A31	16:89195760-89201651
SLC22A4	5:132294393-132344190
SLC22A5	5:132369709-132395613
SLC22A6	11:62936384-62984983
SLC22A7	6:43295693-43305538
SLC22A8	11:62989153-63015841
SLC22A9	11:63369784-63410294
SLC23A1	5:139367195-139384553
SLC23A2	20:4852355-5010293
SLC23A3	2:219161464-219170095
SLC24A1	15:65611365-65660995
SLC24A2	9:19507451-19786928
SLC24A3	20:19212641-19722926
SLC24A3-AS1	20:19242302-19284596
SLC24A4	14:92322580-92501483
SLC24A5	15:48120989-48142672
SLC25A1	22:19175580-19178739
SLC25A10	17:81712235-81721016
SLC25A11	17:4937129-4940053
SLC25A12	2:171783404-171999859
SLC25A13	7:96120219-96322147
SLC25A14	X:130339887-130373361
SLC25A15	13:40789411-40812460
SLC25A16	10:68477997-68527523
SLC25A17	22:40769629-40819399
SLC25A18	22:17563449-17590995
SLC25A19	17:75272980-75289510
SLC25A2	5:141302634-141304049
SLC25A20	3:48856925-48898904
SLC25A21	14:36677920-37172606
SLC25A21-AS1	14:37171887-37173811
SLC25A22	11:790474-798281
SLC25A23	19:6436078-6465203
SLC25A24	1:108134042-108200849
SLC25A25	9:128068200-128109245
SLC25A25-AS1	9:128108580-128118693
SLC25A27	6:46652914-46678190
SLC25A28	10:99610521-99620609
SLC25A29	14:100291115-100306547
SLC25A3	12:98593590-98606379
SLC25A30	13:45393315-45418455
SLC25A30-AS1	13:45418161-45420371
SLC25A31	4:127730399-127774292
SLC25A32	8:103398634-103415189
SLC25A33	1:9539464-9585173
SLC25A34	1:15736257-15741392
SLC25A34-AS1	1:15740050-15749896
SLC25A35	17:8287762-8295400
SLC25A36	3:140941829-140980995
SLC25A37	8:23528955-23575463
SLC25A38	3:39383369-39397351
SLC25A39	17:44319624-44324870
SLC25A3P1	1:53413148-53440020
SLC25A4	4:185143265-185150382
SLC25A40	7:87833567-87876360
SLC25A41	19:6426036-6433779
SLC25A42	19:19063993-19113030
SLC25A43	X:119399335-119454478
SLC25A44	1:156193931-156212796
SLC25A45	11:65375191-65383701
SLC25A46	5:110738135-110765161
SLC25A47	14:100323338-100330421
SLC25A48	5:135579201-135889770
SLC25A48-AS1	5:135648583-135653935
SLC25A5	X:119468421-119471396
SLC25A51	9:37879399-37904353
SLC25A51P1	6:65788416-65789287
SLC25A51P4	11:18209137-18214562
SLC25A52	18:31759583-31760880
SLC25A53	X:104099213-104157009
SLC25A5-AS1	X:119465985-119469128
SLC25A6	X:1386151-1392113
SLC26A1	4:979072-993440
SLC26A10	12:57619526-57626151
SLC26A11	17:80219698-80253500
SLC26A2	5:149960757-149993455
SLC26A3	7:107765466-107803225
SLC26A4	7:107660827-107717809
SLC26A4-AS1	7:107650259-107662204
SLC26A5	7:103352729-103446207
SLC26A6	3:48625722-48635493
SLC26A7	8:91209493-91398155
SLC26A8	6:35943515-36024868
SLC26A9	1:205913047-205943460
SLC26A9-AS1	1:205934912-205978095
SLC27A1	19:17468768-17506168
SLC27A2	15:50182195-50236385
SLC27A4	9:128340526-128361470
SLC27A5	19:58479511-58512413
SLC27A6	5:128538012-129033642
SLC28A1	15:84884653-84945798
SLC28A2	15:45252233-45277846
SLC28A3	9:84275456-84340758
SLC29A1	6:44219552-44234142
SLC29A2	11:66362520-66372214
SLC29A3	10:71319258-71381423
SLC29A4	7:5274368-5306870
SLC2A1	1:42925374-42958868
SLC2A10	20:46709648-46736347
SLC2A11	22:23856702-23886309
SLC2A12	6:133987580-134052624
SLC2A13	12:39755024-40106089
SLC2A14	12:7812511-7891148
SLC2A1-AS1	1:42959048-42996814
SLC2A2	3:170996346-171026743
SLC2A3	12:7919229-7936187
SLC2A4	17:7281717-7288257
SLC2A4RG	20:63739775-63744050
SLC2A5	1:9035105-9088478
SLC2A7	1:9003299-9026345
SLC2A8	9:127397137-127408424
SLC2A9	4:9771152-10054936
SLC30A1	1:211571567-211579161
SLC30A10	1:219685426-219958647
SLC30A2	1:26037251-26046118
SLC30A3	2:27253683-27275817
SLC30A4	15:45479605-45522755
SLC30A5	5:69093948-69131069
SLC30A6	2:32165840-32224379
SLC30A7	1:100896075-100981757
SLC30A8	8:116950272-117176714
SLC30A9	4:41990501-42090461
SLC31A1	9:113221543-113264492
SLC31A2	9:113150975-113164140
SLC32A1	20:38724485-38729372
SLC33A1	3:155821023-155854456
SLC34A1	5:177379234-177398848
SLC34A2	4:25648010-25678748
SLC34A3	9:137230756-137236555
SLC35A1	6:87470622-87512336
SLC35A2	X:48903179-48911958
SLC35A3	1:99969350-100035634
SLC35A4	5:140564827-140569100
SLC35A5	3:112561708-112585579
SLC35B1	17:49700933-49709014
SLC35B2	6:44254095-44257890
SLC35B3	6:8411462-8435611
SLC35B4	7:134289331-134316930
SLC35C1	11:45804071-45813016
SLC35C2	20:46345979-46364458
SLC35D1	1:66999349-67054148
SLC35D2	9:96313443-96383711
SLC35D3	6:136922300-136925660
SLC35E1	19:16549830-16572415
SLC35E2A	1:1724837-1745999
SLC35E2B	1:1659528-1692795
SLC35E3	12:68746124-68793964
SLC35E4	22:30635780-30669016
SLC35F1	6:117907263-118317676
SLC35F2	11:107790990-107928293
SLC35F3	1:233904675-234324511
SLC35F4	14:57563919-57982194
SLC35F5	2:113705010-113756693
SLC35F6	2:26764283-26781231
SLC35G1	10:93893972-93956062
SLC35G2	3:136818646-136855888
SLC35G3	17:35192519-35194523
SLC35G4	18:11609595-11610612
SLC35G5	8:11331011-11332360
SLC35G6	17:7481331-7483496
SLC36A1	5:151437045-151492379
SLC36A2	5:151314971-151347590
SLC36A3	5:151276761-151303766
SLC36A4	11:93144173-93197991
SLC37A1	21:42496007-42581440
SLC37A2	11:125063301-125090516
SLC37A3	7:140293692-140404433
SLC38A1	12:46183062-46270017
SLC38A10	17:81244810-81295547
SLC38A11	2:164896185-164955525
SLC38A2	12:46358187-46372773
SLC38A3	3:50205245-50221486
SLC38A4	12:46764760-46832408
SLC38A5	X:48458536-48470260
SLC38A6	14:60981113-61083733
SLC38A7	16:58665108-58684770
SLC38A8	16:84009666-84042636
SLC38A9	5:55625844-55773194
SLC39A1	1:153959098-153968184
SLC39A10	2:195575976-195737702
SLC39A11	17:72645948-73092712
SLC39A12	10:17951838-18043292
SLC39A12-AS1	10:18001785-18010562
SLC39A13	11:47407131-47416496
SLC39A14	8:22367248-22434129
SLC39A2	14:20999254-21001871
SLC39A3	19:2732203-2740028
SLC39A4	8:144409741-144416844
SLC39A5	12:56230048-56237846
SLC39A6	18:36108530-36129385
SLC39A8	4:102251040-102431258
SLC39A9	14:69398014-69462390
SLC3A1	2:44275457-44321494
SLC3A2	11:62856101-62888875
SLC40A1	2:189560589-189583758
SLC41A1	1:205789093-205813748
SLC41A2	12:104802552-104958744
SLC41A3	3:126006354-126101561
SLC43A1	11:57484533-57515780
SLC43A2	17:1569267-1628886
SLC43A3	11:57406953-57427580
SLC44A1	9:105244621-105439171
SLC44A2	19:10602456-10644557
SLC44A3	1:94820341-94895246
SLC44A3-AS1	1:94613813-94855426
SLC44A4	6:31863191-31879046
SLC44A5	1:75202130-75611116
SLC45A1	1:8317825-8344167
SLC45A3	1:205657850-205680509
SLC45A4	8:141207165-141308305
SLC46A1	17:28394641-28407197
SLC46A2	9:112878919-112890876
SLC46A3	13:28700063-28718970
SLC47A1	17:19495384-19579034
SLC47A2	17:19678287-19718979
SLC48A1	12:47753915-47782751
SLC49A3	4:681828-689441
SLC49A4	3:122795068-122881139
SLC4A1	17:44248389-44268141
SLC4A10	2:161424331-161985282
SLC4A11	20:3227416-3239559
SLC4A1AP	2:27663470-27694976
SLC4A2	7:151057209-151076526
SLC4A3	2:219627393-219641980
SLC4A4	4:71062666-71572087
SLC4A5	2:74216241-74343414
SLC4A7	3:27372720-27484420
SLC4A8	12:51391316-51515763
SLC4A9	5:140360193-140375141
SLC50A1	1:155135343-155138857
SLC51A	3:196211486-196243178
SLC51B	15:65045386-65053397
SLC52A1	17:5032599-5052009
SLC52A2	8:144354134-144361272
SLC52A3	20:760079-776015
SLC5A1	22:32043260-32113029
SLC5A10	17:18950344-19022595
SLC5A11	16:24845840-24911628
SLC5A12	11:26667019-26723427
SLC5A2	16:31483001-31490860
SLC5A3	21:34073577-34106260
SLC5A4	22:32218475-32255341
SLC5A4-AS1	22:32205114-32278382
SLC5A5	19:17871944-17895174
SLC5A6	2:27199586-27212958
SLC5A7	2:107986522-108013994
SLC5A8	12:101155492-101210238
SLC5A9	1:48222684-48248644
SLC66A1	1:19312325-19329300
SLC66A1L	3:157543245-157677749
SLC66A2	18:79902419-79951657
SLC66A3	2:11155197-11178870
SLC6A1	3:10992185-11039247
SLC6A10P	16:32877468-32885501
SLC6A11	3:10816200-10940714
SLC6A12	12:190076-214570
SLC6A12-AS1	12:203642-205094
SLC6A13	12:220620-262873
SLC6A14	X:116436605-116461458
SLC6A15	12:84859490-84913615
SLC6A16	19:49289637-49325215
SLC6A17	1:110150493-110202202
SLC6A18	5:1225380-1246189
SLC6A19	5:1201594-1225111
SLC6A1-AS1	3:11006097-11019224
SLC6A2	16:55655603-55706192
SLC6A20	3:45755448-45796536
SLC6A3	5:1392793-1445440
SLC6A4	17:30194318-30236002
SLC6A5	11:20599593-20659285
SLC6A6	3:14402575-14489349
SLC6A7	5:150190061-150222788
SLC6A8	X:153687925-153696588
SLC6A9	1:43991499-44031467
SLC7A1	13:29509413-29595688
SLC7A10	19:33208663-33225850
SLC7A11	4:138164096-138242349
SLC7A11-AS1	4:138057463-138178177
SLC7A13	8:86214062-86321146
SLC7A14	3:170459547-170586075
SLC7A14-AS1	3:170448638-170860993
SLC7A2	8:17497087-17570573
SLC7A3	X:70925578-70931125
SLC7A4	22:21028717-21032840
SLC7A5	16:87830022-87869507
SLC7A5P2	16:21519829-21520365
SLC7A6	16:68264515-68301823
SLC7A6OS	16:68284502-68310946
SLC7A7	14:22773221-22829820
SLC7A8	14:23125294-23183674
SLC7A9	19:32830508-32869767
SLC8A1	2:40097269-40611053
SLC8A1-AS1	2:39786452-40255209
SLC8A2	19:47428016-47471893
SLC8A3	14:70044214-70189070
SLC8B1	12:113298758-113359493
SLC9A1	1:27098808-27166981
SLC9A2	2:102619552-102711355
SLC9A3	5:470455-524449
SLC9A3-AS1	5:473235-480884
SLC9A3R1	17:74748627-74769353
SLC9A3R2	16:2025355-2039026
SLC9A4	2:102473225-102533972
SLC9A5	16:67237682-67272191
SLC9A6	X:135973840-136047269
SLC9A7	X:46599250-46759118
SLC9A7P1	12:98453834-98457145
SLC9A8	20:49812712-49892242
SLC9A9	3:143265221-143848485
SLC9A9-AS1	3:143342245-143347071
SLC9B1	4:102885047-103019719
SLC9B2	4:103019867-103085829
SLC9C2	1:173500459-173603072
SLCO1A2	12:21264599-21419594
SLCO1B1	12:21131193-21239796
SLCO1B3	12:20810701-20916911
SLCO1B3-SLCO1B7	12:20815673-21090245
SLCO1B7	12:20962767-21092745
SLCO1C1	12:20695354-20753386
SLCO2A1	3:133932700-134052184
SLCO2B1	11:75100562-75206549
SLCO3A1	15:91853707-92172435
SLCO4A1	20:62642502-62685785
SLCO4A1-AS1	20:62663018-62666724
SLCO4C1	5:102233985-102296284
SLCO5A1	8:69667045-69834978
SLCO6A1	5:102371773-102499016
SLED1	4:184798295-184799046
SLF1	5:94618668-94739436
SLF2	10:100912962-100965134
SLFN11	17:35350304-35373701
SLFN12	17:35411059-35433283
SLFN12L	17:35464248-35487857
SLFN13	17:35435095-35448837
SLFN14	17:35543984-35560819
SLFN5	17:35243070-35273655
SLFNL1	1:41015596-41023237
SLFNL1-AS1	1:41014589-41043890
SLIRP	14:77708070-77761104
SLIT1	10:96998037-97185959
SLIT1-AS1	10:97102755-97104355
SLIT2	4:20251904-20620561
SLIT2-IT1	4:20392153-20394856
SLIT3	5:168661732-169301139
SLIT3-AS1	5:169013227-169037998
SLIT3-AS2	5:168706567-168720884
SLITRK1	13:83877204-83882474
SLITRK2	X:145817831-145829856
SLITRK3	3:165186719-165197109
SLITRK4	X:143622789-143636101
SLITRK5	13:87672614-87696272
SLITRK6	13:85792789-85806683
SLK	10:103967139-104029233
SLMAP	3:57755449-57930003
SLMO2-ATP5E	20:59028677-59042846
SLN	11:107707377-107719693
SLPI	20:45252238-45254564
SLTM	15:58879049-58933679
SLU7	5:160401640-160421711
SLURP1	8:142740948-142742406
SLURP2	8:142764337-142769828
SLX1A	16:30193874-30197561
SLX1A-SULT1A3	16:30193891-30204310
SLX1B	16:29454500-29458219
SLX1B-SULT1A4	16:29455104-29464963
SLX4	16:3581180-3611606
SLX4IP	20:10435304-10636829
SMAD1	4:145481193-145559176
SMAD1-AS1	4:145514614-145517118
SMAD1-AS2	4:145497072-145502971
SMAD2	18:47808956-47931146
SMAD3	15:67063762-67195169
SMAD4	18:51028393-51085045
SMAD5	5:136132844-136188747
SMAD5-AS1	5:136129506-136134890
SMAD6	15:66702235-66782849
SMAD7	18:48919852-48952052
SMAD9	13:36844830-36920765
SMAGP	12:51244557-51270415
SMAP1	6:70667775-70862011
SMAP2	1:40344849-40423326
SMARCA1	X:129446500-129523500
SMARCA2	9:1980289-2193624
SMARCA4	19:10960824-11079426
